Species,Bd detection,Sample,Locality
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Positive,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Negative,Contemporary,"Villa Aldama, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Positive,Contemporary,"Xico, Veracruz de Ignacio de la Llave"
Craugastor rhodopis,Positive,Contemporary,"Xico, Veracruz de Ignacio de la Llave"
Craugastor sp.,Negative,Contemporary,"Teocelo, Veracruz de Ignacio de la Llave"
Craugastor sp.,Negative,Contemporary,"Teocelo, Veracruz de Ignacio de la Llave"
Craugastor sp.,Positive,Contemporary,"Teocelo, Veracruz de Ignacio de la Llave"
Craugastor sp.,Positive,Contemporary,"Teocelo, Veracruz de Ignacio de la Llave"
Craugastor sp.,Negative,Contemporary,"Teocelo, Veracruz de Ignacio de la Llave"
Craugastor sp.,Negative,Contemporary,"Teocelo, Veracruz de Ignacio de la Llave"
Craugastor sp.,Negative,Contemporary,"Teocelo, Veracruz de Ignacio de la Llave"
Craugastor sp.,Positive,Contemporary,"Teocelo, Veracruz de Ignacio de la Llave"
Dendrotriton xolocalcae,Negative,Contemporary,"La Concordia, Chiapas"
Dendrotriton xolocalcae,Negative,Contemporary,"La Concordia, Chiapas"
Dermophis mexicanus,Positive,Historical,"Tonala, Chiapas"
Dermophis mexicanus,Negative,Historical,"Tonala, Chiapas"
Dermophis mexicanus,Negative,Historical,"Tonala, Chiapas"
Dermophis mexicanus,Negative,Historical,"Tonala, Chiapas"
Dermophis mexicanus,Negative,Historical,"Matias Romero Avendaño, Oaxaca"
Dermophis mexicanus,Negative,Historical,"Matias Romero Avendaño, Oaxaca"
Dryophytes arenicolor,Negative,Contemporary,"Guanajuato, Guanajuato"
Dryophytes arenicolor,Positive,Contemporary,"Guanajuato, Guanajuato"
Dryophytes arenicolor,Positive,Contemporary,"Guanajuato, Guanajuato"
Dryophytes arenicolor,Negative,Contemporary,"Guanajuato, Guanajuato"
Dryophytes arenicolor,Negative,Contemporary,"Guanajuato, Guanajuato"
Dryophytes arenicolor,Negative,Contemporary,"Alamos, Sonora"
Dryophytes arenicolor,Negative,Contemporary,"Alamos, Sonora"
Dryophytes arenicolor,Negative,Contemporary,"Alamos, Sonora"
Dryophytes eximius,Negative,Contemporary,"Almoloya de Juarez, Mexico"
Dryophytes eximius,Negative,Contemporary,"Almoloya de Juarez, Mexico"
Dryophytes eximius,Negative,Contemporary,"Contepec, Michoacan de Ocampo"
Dryophytes plicatus,Negative,Contemporary,"San Jose del Rincon, Mexico"
Dryophytes plicatus,Negative,Contemporary,"Angangueo, Michoacan de Ocampo"
Dryophytes plicatus,Negative,Contemporary,"Angangueo, Michoacan de Ocampo"
Dryophytes plicatus,Negative,Contemporary,"Senguio, Michoacan de Ocampo"
Dryophytes wrightorum,Positive,Historical,"Madera, Chihuahua"
Dryophytes wrightorum,Negative,Historical,"Madera, Chihuahua"
Duellmanohyla sp.,Negative,Contemporary,"Union Juarez, Chiapas"
Duellmanohyla sp.,Positive,Contemporary,"Union Juarez, Chiapas"
Duellmanohyla sp.,Negative,Contemporary,"San Juan Cotzocan, Oaxaca"
Duellmanohyla sp.,Negative,Contemporary,"San Juan Cotzocan, Oaxaca"
Duellmanohyla sp.,Negative,Contemporary,"San Juan Cotzocan, Oaxaca"
Eleuctherodactylus cystignathoides,Negative,Contemporary,"Fortin, Veracruz de Ignacio de la Llave"
Eleutherodactylus dilatus,Positive,Historical,"Chilpancingo de los Bravo, Guerrero"
Eleutherodactylus dilatus,Positive,Historical,"Chilpancingo de los Bravo, Guerrero"
Eleutherodactylus dilatus,Positive,Historical,"Chilpancingo de los Bravo, Guerrero"
Eleutherodactylus dilatus,Negative,Historical,"Chilpancingo de los Bravo, Guerrero"
Eleutherodactylus dilatus,Negative,Historical,"Chilpancingo de los Bravo, Guerrero"
Eleutherodactylus nitidus,Negative,Historical,"Zitacuaro, Michoacan de Ocampo"
Eleutherodactylus nitidus,Negative,Historical,"Coatlan del Rio, Morelos"
Eleutherodactylus nitidus,Negative,Historical,"Coatlan del Rio, Morelos"
Eleutherodactylus nitidus,Negative,Historical,"San Blas, Nayarit"
Eleutherodactylus nitidus,Negative,Historical,"Rafael Lucio, Veracruz de Ignacio de la Llave"
Eleutherodactylus sp.,Negative,Contemporary,"Escuintla, Chiapas"
Eleutherodactylus sp.,Negative,Contemporary,"Gomez Farias, Tamaulipas"
Eleutherodactylus sp.,Negative,Contemporary,"Gomez Farias, Tamaulipas"
Eleutherodactylus sp.,Negative,Contemporary,"Gomez Farias, Tamaulipas"
Eleutherodactylus sp.,Negative,Contemporary,"Gomez Farias, Tamaulipas"
Eleutherodactylus sp.,Negative,Contemporary,"Gomez Farias, Tamaulipas"
Eleutherodactylus sp.,Negative,Contemporary,"Gomez Farias, Tamaulipas"
Eleutherodactylus sp.,Negative,Contemporary,"Gomez Farias, Tamaulipas"
Eleutherodactylus sp.,Negative,Contemporary,"Gomez Farias, Tamaulipas"
Eleutherodactylus syristes,Negative,Contemporary,"San Agustin Loxicha, Oaxaca"
Eleutherodactylus syristes,Negative,Contemporary,"San Agustin Loxicha, Oaxaca"
Eleutherodactylus syristes,Negative,Contemporary,"San Agustin Loxicha, Oaxaca"
Engystomops pustulosus,Negative,Historical,"Othan P. Blanco, Quintana Roo"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Exerodonta sumichrasti,Negative,Contemporary,"San Agustin Loxicha, Oaxaca"
Gastrophyne mazatlanensis,Negative,Contemporary,"Alamos, Sonora"
Gastrophyne mazatlanensis,Negative,Contemporary,"Alamos, Sonora"
Hyalinobatrachium fleischmanni,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Hyalinobatrachium fleischmanni,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Hyalinobatrachium fleischmanni,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Hyalinobatrachium fleischmanni,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Hyalinobatrachium fleischmanni,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Hyalinobatrachium fleischmanni,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Hyalinobatrachium fleischmanni,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Hyalinobatrachium fleischmanni,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Hyalinobatrachium fleischmanni,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Hyalinobatrachium fleischmanni,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Hyalinobatrachium fleischmanni,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Hyalinobatrachium fleischmanni,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Hyliola cadaverina,Negative,Contemporary,"Ensenada, Baja California"
Hyliola cadaverina,Positive,Contemporary,"Ensenada, Baja California"
Hyliola cadaverina,Positive,Contemporary,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Contemporary,"Ensenada, Baja California"
Hyliola cadaverina,Positive,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Positive,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Negative,Historical,"Ensenada, Baja California"
Hyliola cadaverina,Positive,Historical,"Mexicali, Baja California"
Hyliola cadaverina,Negative,Historical,"Mexicali, Baja California"
Hyliola cadaverina,Negative,Historical,"Mexicali, Baja California"
Hyliola cadaverina,Positive,Historical,"Mexicali, Baja California"
Hyliola cadaverina,Positive,Historical,"Mexicali, Baja California"
Hyliola cadaverina,Positive,Historical,"Tecate, Baja California"
Hyliola regilla,Positive,Historical,"Ensenada, Baja California"
Hyliola regilla,Negative,Historical,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Historical,"Ensenada, Baja California"
Hyliola regilla,Positive,Historical,"Ensenada, Baja California"
Hyliola regilla,Negative,Historical,"Ensenada, Baja California"
Hyliola regilla,Negative,Historical,"Ensenada, Baja California"
Hyliola regilla,Negative,Historical,"Ensenada, Baja California"
Hyliola regilla,Negative,Historical,"Ensenada, Baja California"
Hyliola regilla,Negative,Historical,"Ensenada, Baja California"
Hyliola regilla,Negative,Historical,"Ensenada, Baja California"
Hyliola regilla,Negative,Historical,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Negative,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Negative,Historical,"Ensenada, Baja California"
Hyliola regilla,Positive,Historical,"Ensenada, Baja California"
Hyliola regilla,Negative,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Negative,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Negative,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Negative,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Negative,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Historical,"Ensenada, Baja California"
Hyliola regilla,Negative,Historical,"Ensenada, Baja California"
Hyliola regilla,Negative,Historical,"Ensenada, Baja California"
Hyliola regilla,Negative,Historical,"Ensenada, Baja California"
Hyliola regilla,Negative,Historical,"Ensenada, Baja California"
Hyliola regilla,Negative,Historical,"Ensenada, Baja California"
Hyliola regilla,Negative,Historical,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Negative,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Historical,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Negative,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Negative,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Negative,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Negative,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Negative,Contemporary,"Ensenada, Baja California"
Hyliola regilla,Positive,Historical,"La Paz, Baja California Sur"
Hyliola regilla,Positive,Historical,"La Paz, Baja California Sur"
Hyliola regilla,Positive,Historical,"La Paz, Baja California Sur"
Hyliola regilla,Negative,Historical,"La Paz, Baja California Sur"
Hyliola regilla,Negative,Historical,"La Paz, Baja California Sur"
Hyliola regilla,Negative,Historical,"La Paz, Baja California Sur"
Hyliola regilla,Positive,Historical,"Los Cabos, Baja California Sur"
Hyliola regilla,Negative,Historical,"Los Cabos, Baja California Sur"
Hyliola regilla,Negative,Historical,"Los Cabos, Baja California Sur"
Hyliola regilla,Negative,Historical,"Mulege, Baja California Sur"
Hypopachus variolosus,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Hypopachus variolosus,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Hypopachus variolosus,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Hypopachus variolosus,Negative,Contemporary,"Atoyac de Alvarez, Guerrero"
Hypopachus variolosus,Negative,Contemporary,"Hermosillo, Sonora"
Hypopachus variolosus,Negative,Contemporary,"Hermosillo, Sonora"
Hypopachus variolosus,Negative,Contemporary,"Hermosillo, Sonora"
Hypopachus variolosus,Negative,Contemporary,"Hermosillo, Sonora"
Incilius alvarius,Negative,Contemporary,"Hermosillo, Sonora"
Incilius canaliferus,Negative,Historical,"Mazatlan, Chiapas"
Incilius marmoreus,Negative,Historical,"Heroica Ciudad de Juchitan de Zaragoza, Oaxaca"
Incilius marmoreus,Negative,Historical,"Heroica Ciudad de Juchitan de Zaragoza, Oaxaca"
Incilius mazatlanensis,Negative,Contemporary,"Hermosillo, Sonora"
Incilius mazatlanensis,Negative,Contemporary,"Hermosillo, Sonora"
Incilius occidentalis,Positive,Historical,"Chilpancingo de los Bravo, Guerrero"
Incilius occidentalis,Positive,Historical,"Chilpancingo de los Bravo, Guerrero"
Incilius sp.,Negative,Contemporary,"Escuintla, Chiapas"
Incilius sp.,Negative,Contemporary,"Maravilla Tenejapa, Chiapas"
Incilius sp.,Negative,Contemporary,"Maravilla Tenejapa, Chiapas"
Incilius sp.,Positive,Contemporary,"Ocozocoautla de Espinosa, Chiapas"
Incilius sp.,Negative,Contemporary,"Ocozocoautla de Espinosa, Chiapas"
Incilius sp.,Negative,Contemporary,"Ocozocoautla de Espinosa, Chiapas"
Incilius sp.,Negative,Contemporary,"Ocozocoautla de Espinosa, Chiapas"
Incilius sp.,Negative,Contemporary,"Villa de Alvarez, Colima"
Incilius sp.,Negative,Contemporary,"Nejapa de Madero, Oaxaca"
Incilius valliceps,Negative,Contemporary,"Tihuatlan, Veracruz de Ignacio de la Llave"
Incilius valliceps,Negative,Contemporary,"Tihuatlan, Veracruz de Ignacio de la Llave"
Incilius valliceps,Negative,Contemporary,"Tihuatlan, Veracruz de Ignacio de la Llave"
Incilius valliceps,Negative,Contemporary,"Tihuatlan, Veracruz de Ignacio de la Llave"
Incilius valliceps,Negative,Contemporary,"Tihuatlan, Veracruz de Ignacio de la Llave"
Incilius valliceps,Negative,Contemporary,"Ursulo Galvan, Veracruz de Ignacio de la Llave"
Incilius valliceps,Negative,Contemporary,"Ursulo Galvan, Veracruz de Ignacio de la Llave"
Incilius valliceps,Negative,Contemporary,"Ursulo Galvan, Veracruz de Ignacio de la Llave"
Incilius valliceps,Negative,Contemporary,"Ursulo Galvan, Veracruz de Ignacio de la Llave"
Incilius valliceps,Negative,Contemporary,"Ursulo Galvan, Veracruz de Ignacio de la Llave"
Incilius valliceps,Negative,Contemporary,"Ursulo Galvan, Veracruz de Ignacio de la Llave"
Incilius valliceps,Negative,Contemporary,"Ursulo Galvan, Veracruz de Ignacio de la Llave"
Incilius valliceps,Negative,Contemporary,"Ursulo Galvan, Veracruz de Ignacio de la Llave"
Incilius valliceps,Negative,Contemporary,"Ursulo Galvan, Veracruz de Ignacio de la Llave"
Incilius valliceps,Negative,Contemporary,"Ursulo Galvan, Veracruz de Ignacio de la Llave"
Isthmura belli,Positive,Historical,"Tlalpan, Ciudad de Mexico"
Isthmura belli,Negative,Historical,"Atoyac de Alvarez, Guerrero"
Isthmura belli,Negative,Historical,"Atoyac de Alvarez, Guerrero"
Isthmura belli,Negative,Historical,"Atoyac de Alvarez, Guerrero"
Isthmura belli,Negative,Historical,"Atoyac de Alvarez, Guerrero"
Isthmura belli,Negative,Historical,"Atoyac de Alvarez, Guerrero"
Isthmura belli,Negative,Historical,"General Canuto A. Neri, Guerrero"
Isthmura belli,Negative,Historical,"Leonardo Bravo, Guerrero"
Isthmura belli,Negative,Historical,"Leonardo Bravo, Guerrero"
Isthmura belli,Positive,Historical,"Tepecoacuilco de Trujano, Guerrero"
Isthmura belli,Positive,Historical,"Tepecoacuilco de Trujano, Guerrero"
Isthmura belli,Positive,Historical,"Tepecoacuilco de Trujano, Guerrero"
Isthmura belli,Negative,Historical,"Tepecoacuilco de Trujano, Guerrero"
Isthmura belli,Negative,Historical,"Tasquillo, Hidalgo"
Isthmura belli,Positive,Historical,"Tasquillo, Hidalgo"
Isthmura belli,Positive,Historical,"Tasquillo, Hidalgo"
Isthmura belli,Positive,Historical,"Tasquillo, Hidalgo"
Isthmura belli,Positive,Historical,"Tasquillo, Hidalgo"
Isthmura belli,Positive,Historical,"Tasquillo, Hidalgo"
Isthmura belli,Negative,Historical,"Tasquillo, Hidalgo"
Isthmura belli,Positive,Historical,"San Gabriel, Jalisco"
Isthmura belli,Negative,Historical,"San Gabriel, Jalisco"
Isthmura belli,Negative,Historical,"San Gabriel, Jalisco"
Isthmura belli,Negative,Historical,"San Gabriel, Jalisco"
Isthmura belli,Negative,Historical,"San Gabriel, Jalisco"
Isthmura belli,Negative,Historical,"San Gabriel, Jalisco"
Isthmura gigantea,Positive,Historical,"Acajete, Veracruz de Ignacio de la Llave"
Isthmura gigantea,Positive,Historical,"Acajete, Veracruz de Ignacio de la Llave"
Isthmura gigantea,Negative,Historical,"Acajete, Veracruz de Ignacio de la Llave"
Isthmura naucampatepetl,Positive,Historical,"Las Vigas de Ramirez, Veracruz de Ignacio de la Llave"
Isthmura naucampatepetl,Positive,Historical,"Las Vigas de Ramirez, Veracruz de Ignacio de la Llave"
Isthmura naucampatepetl,Positive,Historical,"Las Vigas de Ramirez, Veracruz de Ignacio de la Llave"
Leptodactylus melanonotus,Negative,Historical,"Cacahoatan, Chiapas"
Leptodactylus melanonotus,Negative,Historical,"Cacahoatan, Chiapas"
Leptodactylus melanonotus,Positive,Historical,"Jiquipilas, Chiapas"
Leptodactylus melanonotus,Negative,Historical,"Jiquipilas, Chiapas"
Leptodactylus melanonotus,Negative,Historical,"Jiquipilas, Chiapas"
Leptodactylus melanonotus,Negative,Historical,"Tapachula, Chiapas"
Leptodactylus melanonotus,Negative,Historical,"Armeria, Colima"
Leptodactylus melanonotus,Positive,Historical,"Armeria, Colima"
Leptodactylus melanonotus,Positive,Historical,"Armeria, Colima"
Leptodactylus melanonotus,Negative,Historical,"Armeria, Colima"
Leptodactylus melanonotus,Negative,Contemporary,"Comala, Colima"
Leptodactylus melanonotus,Positive,Contemporary,"Comala, Colima"
Leptodactylus melanonotus,Negative,Contemporary,"Comala, Colima"
Leptodactylus melanonotus,Negative,Contemporary,"Comala, Colima"
Leptodactylus melanonotus,Negative,Contemporary,"Comala, Colima"
Leptodactylus melanonotus,Negative,Contemporary,"Comala, Colima"
Leptodactylus melanonotus,Negative,Contemporary,"Comala, Colima"
Leptodactylus melanonotus,Negative,Contemporary,"Comala, Colima"
Leptodactylus melanonotus,Negative,Contemporary,"Comala, Colima"
Leptodactylus melanonotus,Negative,Contemporary,"Comala, Colima"
Leptodactylus melanonotus,Negative,Contemporary,"Comala, Colima"
